# Team 0: PlayerAgent, Team 1: ProbabilityAgent
hand_number,street,active_team,team_0_bankroll,team_1_bankroll,action_type,action_amount,action_keep_1,action_keep_2,team_0_cards,team_1_cards,board_cards,team_0_discarded,team_1_discarded,team_0_bet,team_1_bet
11,Pre-Flop,0,-48,48,CHECK,0,0,0,"['5d', '2d', '7d', '8d', '6s']","['9h', '2s', '5s', '8h', '3h']",[],[],[],2,2
11,Flop,0,-48,48,DISCARD,0,1,3,"['5d', '2d', '7d', '8d', '6s']","['9h', '2s', '5s', '8h', '3h']","['Ad', 'Ah', '2h']",[],[],2,2
11,Flop,1,-48,48,DISCARD,0,0,3,"['2d', '8d']","['9h', '2s', '5s', '8h', '3h']","['Ad', 'Ah', '2h']","['5d', '7d', '6s']",[],2,2
11,Flop,0,-48,48,CHECK,0,0,0,"['2d', '8d']","['9h', '8h']","['Ad', 'Ah', '2h']","['5d', '7d', '6s']","['2s', '5s', '3h']",2,2
11,Flop,1,-48,48,RAISE,2,0,0,"['2d', '8d']","['9h', '8h']","['Ad', 'Ah', '2h']","['5d', '7d', '6s']","['2s', '5s', '3h']",2,2
11,Flop,0,-48,48,FOLD,0,0,0,"['2d', '8d']","['9h', '8h']","['Ad', 'Ah', '2h']","['5d', '7d', '6s']","['2s', '5s', '3h']",2,2
12,Pre-Flop,0,-50,50,CALL,0,0,0,"['2s', '3d', '2h', '7d', 'Ad']","['9s', '8d', '6s', '3h', '4h']",[],[],[],1,1
12,Pre-Flop,1,-50,50,CHECK,0,0,0,"['2s', '3d', '2h', '7d', 'Ad']","['9s', '8d', '6s', '3h', '4h']",[],[],[],2,2
12,Flop,1,-50,50,DISCARD,0,1,4,"['2s', '3d', '2h', '7d', 'Ad']","['9s', '8d', '6s', '3h', '4h']","['4s', '4d', '8s']",[],[],2,2
12,Flop,0,-50,50,DISCARD,0,3,4,"['2s', '3d', '2h', '7d', 'Ad']","['8d', '4h']","['4s', '4d', '8s']",[],"['9s', '6s', '3h']",2,2
